[2023-01-17 15:00:49.321] [pxr_streamer] [info] ***********  Log Begin **********
[2023-01-17 15:00:49.321] [pxr_streamer] [info] process id= 19876
[2023-01-17 15:00:49.321] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:41.933] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:41.933] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:41.950] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:41.950] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:41.965] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:41.965] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:41.982] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:41.982] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:41.997] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:41.997] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.011] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.011] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.024] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.024] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.038] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.038] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.053] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.053] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.068] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.068] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.082] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.082] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.097] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.097] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.113] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.113] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.129] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.129] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.142] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.142] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.160] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.160] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.175] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.175] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.190] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.190] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.207] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.207] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.221] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.221] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.237] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.237] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.252] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.252] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.267] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.267] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.281] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.281] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.297] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.298] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.338] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.338] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.372] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.372] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.406] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.406] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.442] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.442] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.459] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.459] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.495] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.496] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.511] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.511] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.550] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.550] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.564] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.564] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.598] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.598] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.615] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.615] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.632] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.632] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.648] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.648] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.663] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.663] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.678] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.678] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.695] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.695] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.710] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.710] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.728] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.728] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.741] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.741] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.756] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.756] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.770] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.770] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.784] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.784] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.799] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.799] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.815] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.815] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.831] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.831] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.843] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.843] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.860] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.860] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.876] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.876] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.892] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.892] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.906] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.906] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.920] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.920] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.935] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.935] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.950] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.950] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.965] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.965] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.981] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.981] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.997] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:42.997] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.010] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.010] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.023] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.024] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.038] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.038] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.052] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.053] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.068] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.068] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.082] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.082] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.097] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.097] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.111] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.111] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.125] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.125] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.140] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.140] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.154] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.154] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.170] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.170] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.183] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.183] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.198] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.198] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.213] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.214] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.229] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.230] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.242] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.242] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.258] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.258] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.271] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.271] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.287] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.287] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.299] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.299] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.315] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 1, grip_value = 0, this = 0x63006180
[2023-01-17 15:01:43.315] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x63006180
